Italy,ITA,1970,3.36681008338928
Italy,ITA,1971,2.89877009391785
Italy,ITA,1974,3.83513998985291
Italy,ITA,1975,3.71161007881165
Italy,ITA,1976,3.91951990127563
Italy,ITA,1978,3.78035998344421
Italy,ITA,1979,4.16373014450073
Italy,ITA,1983,4.48805999755859
Italy,ITA,1984,4.77456998825073
Italy,ITA,1985,4.68980979919434
Italy,ITA,1986,4.65490007400513
Italy,ITA,1988,4.59277009963989
Italy,ITA,1993,4.73389005661011
Italy,ITA,1994,4.43331003189087
Italy,ITA,1995,4.31864976882935
Italy,ITA,1996,4.44763994216919
Italy,ITA,1998,4.45031023025513
Italy,ITA,1999,4.51084995269775
Italy,ITA,2000,4.29107999801636
Italy,ITA,2001,4.65009021759033
Italy,ITA,2002,4.43240976333618
Italy,ITA,2003,4.54179000854492
Italy,ITA,2004,4.38520002365112
Italy,ITA,2005,4.23829984664917
Italy,ITA,2006,4.52545022964478
Italy,ITA,2007,4.10503005981445
Italy,ITA,2008,4.38794994354248
Italy,ITA,2009,4.52371978759766
Italy,ITA,2010,4.33411979675293
Italy,ITA,2011,4.11568021774292
Italy,ITA,2012,4.05601978302002
Italy,ITA,2013,4.14367008209229
Italy,ITA,2014,4.06127977371216
Italy,ITA,2015,4.07362985610962
Italy,ITA,2016,3.81578993797302
Italy,ITA,2017,4.04493999481201
